PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
76001,00,0,256,53,3200.0,620,1236,0.501618,0,3,0.0,225,321,0.700934,283,563,846,85,71,69,247,484,1465
76002,00,0,505,,11023.0,1769,4138,0.427501,,,,1019,1400,0.727857,503,1124,4065,601,131,205,11,1120,4557
76003,00,0,1560,1476,57446.0,15837,28307,0.559472,1,18,,6712,9304,0.72141,2975,9394,17440,5660,1160,3189,2527,4657,38387
51,00,0,586,336,15627.0,3514,7943,0.442402,474,1339,0.353995,1051,1161,0.905254,219,868,1087,2079,487,46,963,1106,8553
1505,00,0,236,145,4809.0,720,1726,0.417149,18,76,0.236842,372,529,0.703213,286,490,776,266,184,83,309,485,1830
949,00,0,830,704,28882.0,5434,11515,0.471906,154,519,0.296724,4006,4943,0.810439,1869,4370,6239,2109,820,638,2136,2324,15028
76005,00,0,319,40,5434.0,724,1472,0.491847,0,2,,331,443,0.747178,374,637,1011,384,185,60,129,525,1779
76006,00,0,1,,1.0,0,2,0.0,,,,0,0,0.0,,,1,1,,,,1,0
76007,00,0,56,,,203,855,0.237426,,,,127,185,0.686486,,,,37,,,,171,533
203518,00,0,174,16,2778.0,305,789,0.386565,219,595,0.368067,95,108,0.879629,49,199,248,88,92,22,72,291,924
1630173,00,0,244,60,4839.0,774,1610,0.480745,106,346,0.306358,275,452,0.608407,466,902,1368,235,124,146,246,449,1929
101165,00,0,30,0,235.0,34,92,0.369565,8,25,0.32,5,10,0.5,9,20,29,16,6,4,11,13,81
76008,00,0,28,,220.0,14,63,0.222222,,,,15,28,0.535714,,,15,23,,,,43,43
76009,00,0,375,68,5982.0,514,1016,0.505905,7,13,0.538461,308,463,0.665226,581,944,1525,180,137,104,235,932,1343
76010,00,0,23,,195.0,29,74,0.391891,,,,19,29,0.655172,,,47,11,,,,35,77
203112,00,0,337,60,5393.0,583,1314,0.443683,183,523,0.349904,293,386,0.759067,309,870,1179,217,140,135,219,665,1642
76011,00,0,988,744,27203.0,5709,11464,0.497993,2,15,,2490,3160,0.787974,2015,4922,6937,4012,1289,808,2194,3214,13910
76012,00,0,487,,12407.0,1682,4186,0.401815,,,,872,1180,0.738983,364,844,2732,869,283,55,,1591,4236
200801,00,0,73,8,547.0,79,148,0.533783,0,1,0.0,27,42,0.642857,36,48,84,14,18,5,26,51,185
1629121,00,0,41,1,446.0,39,118,0.330508,25,76,0.328947,7,9,0.777777,11,52,63,67,14,5,28,46,110
203919,00,0,32,0,263.0,37,92,0.402173,10,26,0.384615,17,28,0.607142,9,21,30,19,19,7,16,26,101
149,00,0,653,510,20446.0,3257,7849,0.414957,949,2857,0.332166,2158,2543,0.848604,416,1484,1900,4209,1081,67,1402,1193,9621
203500,00,0,706,641,18945.0,2713,4619,0.587356,1,15,0.066666,1091,2036,0.535854,2599,3189,5788,1079,624,675,1029,1748,6518
912,00,0,379,54,5695.0,920,2047,0.449438,69,245,0.281632,277,359,0.771587,262,518,780,339,148,83,284,671,2186
1628389,00,0,469,365,14030.0,2755,5029,0.547822,9,74,0.121621,1665,2196,0.758196,1034,3031,4065,1634,481,419,1020,1173,7184
1629061,00,0,19,3,194.0,11,36,0.305555,6,23,0.260869,4,4,1.0,3,16,19,5,1,4,6,13,32
76015,00,0,462,,10427.0,1381,3330,0.414714,,,,817,1146,0.712914,41,123,1129,1606,106,9,,990,3579
202399,00,0,153,17,2149.0,264,557,0.473967,0,2,0.0,181,288,0.628472,221,438,659,100,50,79,91,259,709
201167,00,0,762,537,20829.0,2983,6633,0.449721,852,2205,0.386394,1380,1673,0.824865,334,1842,2176,1386,341,141,852,1481,8198
1630534,00,0,120,34,2372.0,294,696,0.422413,136,400,0.34,77,97,0.793814,88,183,271,122,46,48,83,178,801
200772,00,0,82,4,506.0,64,189,0.338624,11,44,0.25,30,53,0.566037,8,38,46,19,6,6,29,65,169
76016,00,0,923,639,27730.0,7201,14865,0.484426,392,1258,0.311605,3664,4944,0.7411,1704,2874,4578,2871,687,296,2306,2599,18458
201336,00,0,19,0,226.0,21,77,0.272727,14,47,0.297872,32,33,0.969696,1,21,22,22,7,0,22,27,88
76017,00,0,1042,508,27755.0,4643,9905,0.468753,1002,2651,0.37797,1676,1980,0.846464,695,2073,2768,4199,1133,132,1566,2549,11964
201582,00,0,293,76,3904.0,645,1283,0.502727,12,42,0.285714,251,315,0.796825,346,804,1150,143,102,181,249,661,1553
76018,00,0,86,,712.0,129,367,0.351498,,,,46,68,0.67647,,,177,39,,,,130,304
203006,00,0,3,0,9.0,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,3,5
1629152,00,0,7,0,22.0,3,10,0.3,0,4,0.0,1,2,0.5,1,3,4,6,2,0,2,4,7
202374,00,0,26,0,181.0,16,51,0.313725,0,0,0.0,7,10,0.7,22,39,61,5,4,11,8,16,39
76019,00,0,325,41,5500.0,1037,2184,0.474816,34,135,0.251851,324,418,0.775119,438,682,1120,363,132,109,309,712,2432
76020,00,0,78,,844.0,103,352,0.292613,,,,55,92,0.597826,,,329,24,,,,170,261
1630583,00,0,160,45,3344.0,505,1135,0.444933,187,566,0.330388,169,243,0.695473,179,564,743,233,84,96,138,254,1366
203128,00,0,41,9,540.0,40,78,0.51282,0,5,0.0,13,27,0.481481,78,98,176,28,17,16,17,96,93
202332,00,0,339,23,3388.0,435,825,0.527272,0,0,0.0,180,244,0.737704,334,797,1131,183,137,233,199,509,1050
200746,00,0,1076,997,36242.0,8311,16872,0.492591,227,710,0.319718,3709,4563,0.812842,2776,5960,8736,2076,758,1187,1643,2598,20558
76021,00,0,74,4,1114.0,161,337,0.477744,0,1,0.0,55,75,0.733333,87,183,270,36,15,15,72,171,377
1626146,00,0,8,0,36.0,5,10,0.5,0,0,0.0,0,0,0.0,2,4,6,0,1,2,1,1,10
724,00,0,307,35,4840.0,587,1508,0.389257,237,669,0.35426,266,352,0.755681,78,403,481,834,263,37,467,514,1677
2042,00,0,187,59,3157.0,655,1552,0.422036,41,121,0.338842,339,417,0.812949,124,285,409,227,111,18,203,377,1690
76022,00,0,11,0,55.0,8,14,0.571428,0,0,0.0,3,9,0.333333,7,8,15,2,3,0,8,10,19
201570,00,0,67,0,745.0,103,251,0.410358,16,47,0.340425,60,86,0.697674,46,74,120,44,16,30,52,116,282
1629734,00,0,2,0,13.0,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,0,0,0,1,1,2
1630234,00,0,15,0,47.0,3,12,0.25,2,9,0.222222,1,2,0.5,2,8,10,6,0,1,3,2,9
2349,00,0,286,155,5755.0,1101,2126,0.517873,18,63,0.285714,322,508,0.633858,446,938,1384,257,135,177,378,713,2542
1629638,00,0,279,55,5372.0,835,2076,0.402215,379,1090,0.347706,229,317,0.722397,98,539,637,614,191,108,329,447,2278
76024,00,0,169,3,1641.0,291,634,0.45899,35,108,0.324074,127,146,0.869863,25,119,144,176,85,10,89,113,744
1628959,00,0,10,1,120.0,13,39,0.333333,3,12,0.25,8,12,0.666666,11,15,26,13,1,0,8,7,37
76028,00,0,27,,232.0,14,43,0.325581,,,,20,36,0.555555,,,56,10,,,,27,48
1628960,00,0,320,227,8042.0,1096,2452,0.446982,647,1579,0.409753,438,505,0.867326,159,787,946,622,220,84,301,506,3277
1628386,00,0,466,401,13072.0,2313,3672,0.629901,19,110,0.172727,1176,1661,0.708007,1353,2883,4236,736,283,614,645,958,5821
706,00,0,117,1,1306.0,114,326,0.349693,40,126,0.31746,68,108,0.629629,30,93,123,201,52,9,103,126,336
1628443,00,0,47,2,640.0,90,207,0.434782,22,63,0.349206,56,74,0.756756,14,57,71,109,24,8,43,68,258
202730,00,0,388,87,6905.0,828,1758,0.470989,2,15,0.133333,189,277,0.68231,715,1128,1843,384,120,214,257,706,1847
76027,00,0,702,,20159.0,3884,8385,0.463208,,,,1639,2157,0.759851,381,928,2205,3174,604,124,247,1799,9407
2124,00,0,478,125,7265.0,1039,2365,0.439323,3,16,0.1875,253,325,0.778461,466,887,1353,228,130,220,320,897,2334
76025,00,0,70,6,789.0,114,258,0.44186,0,8,0.0,24,45,0.533333,52,93,145,23,17,20,30,109,252
951,00,0,1300,1149,46349.0,8567,18955,0.451965,2973,7429,0.400188,4398,4920,0.893902,1230,4042,5272,4361,1451,244,2709,2858,24505
2754,00,0,820,441,18053.0,2588,5447,0.475123,125,444,0.281531,1353,1909,0.708748,1021,1863,2884,1077,1158,337,1118,1947,6654
76029,00,0,36,,166.0,17,78,0.217948,,,,33,61,0.540983,,,45,10,,,,34,67
200984,00,0,3,0,10.0,1,4,0.25,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,1,3
76030,00,0,22,3,276.0,23,67,0.343283,0,1,0.0,13,22,0.590909,19,46,65,25,5,8,23,51,59
201165,00,0,38,1,360.0,43,113,0.38053,7,24,0.291666,26,35,0.742857,10,36,46,12,12,4,19,42,119
308,00,0,139,42,2657.0,318,650,0.48923,1,7,0.142857,114,234,0.487179,228,297,525,94,95,87,112,298,751
1747,00,0,671,452,19390.0,2450,6391,0.383351,996,2815,0.353818,903,1238,0.729402,247,1644,1891,3202,813,105,1195,1408,6799
1824,00,0,2,0,5.0,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,1,1,2,4,2
1630631,00,0,156,11,2846.0,436,1034,0.421663,166,502,0.330677,128,173,0.739884,69,262,331,422,185,31,154,258,1166
680,00,0,294,93,4812.0,663,1646,0.402794,1,13,0.076923,510,760,0.671052,230,542,772,228,90,94,386,499,1837
732,00,0,85,34,1249.0,133,292,0.455479,1,2,0.5,112,177,0.632768,133,222,355,36,29,13,67,180,379
202329,00,0,711,445,17698.0,1948,4641,0.419737,543,1634,0.332313,911,1221,0.746109,982,3298,4280,879,678,397,863,1302,5350
200811,00,0,428,42,5506.0,648,1368,0.473684,0,3,0.0,268,603,0.444444,644,897,1541,190,152,306,299,835,1564
76034,00,0,33,,373.0,55,143,0.384615,,,,23,42,0.547619,,,69,29,,,,32,133
2365,00,0,695,45,12267.0,1336,2512,0.531847,15,68,0.220588,1068,1632,0.654411,1176,2317,3493,337,312,991,513,1342,3755
2431,00,0,103,0,1263.0,203,461,0.440347,35,101,0.346534,60,89,0.674157,74,218,292,57,20,21,59,159,501
101187,00,0,330,66,6792.0,843,2084,0.40451,331,963,0.343717,404,495,0.816161,151,563,714,371,182,31,290,602,2421
202079,00,0,1,0,15.0,1,3,0.333333,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,1,2
76035,00,0,81,,581.0,71,202,0.351485,,,,105,177,0.59322,,,103,68,,,,105,247
76036,00,0,95,,1067.0,135,286,0.472027,,,,77,91,0.846153,23,68,91,166,36,3,,102,347
1507,00,0,615,390,17967.0,2419,5922,0.408476,645,1891,0.341089,1874,2198,0.852593,440,1548,1988,2083,691,87,1052,1230,7357
76037,00,0,5,0,33.0,7,14,0.5,0,0,0.0,7,10,0.7,0,2,2,3,1,0,5,7,21
944,00,0,27,0,83.0,12,35,0.342857,2,2,1.0,16,27,0.592592,12,19,31,5,3,2,7,23,42
246,00,0,680,315,14043.0,2011,4090,0.491687,2,23,0.086956,929,1668,0.556954,1432,2814,4246,385,480,590,926,1741,4953
202341,00,0,247,83,4321.0,525,1276,0.411442,196,611,0.320785,176,233,0.755364,108,452,560,291,121,55,216,292,1422
76040,00,0,49,,290.0,51,104,0.490384,,,,25,36,0.694444,13,12,25,16,9,5,,51,127
1626147,00,0,242,30,3280.0,454,1106,0.410488,159,545,0.291743,217,280,0.775,141,480,621,184,105,80,141,291,1284
72,00,0,858,693,25869.0,4002,9512,0.420731,547,1580,0.346202,2238,2833,0.789975,670,1971,2641,5196,1258,111,1769,1974,10789
76041,00,0,21,,224.0,24,77,0.311688,,,,15,28,0.535714,17,28,45,15,4,5,22,42,63
203937,00,0,634,298,13860.0,1714,3569,0.480246,263,776,0.338917,696,973,0.715313,485,2314,2799,1746,637,393,661,988,4387
76042,00,0,36,12,730.0,73,175,0.417142,1,7,0.142857,57,82,0.695121,44,45,89,153,44,3,84,64,204
76043,00,0,157,2,1970.0,306,658,0.465045,0,9,0.0,139,249,0.558232,186,253,439,110,107,39,131,251,751
98,00,0,800,636,24926.0,4416,9891,0.446466,1055,2964,0.355937,1642,2461,0.667208,1011,3053,4064,2087,1114,364,1358,1502,11529
76045,00,0,407,30,6002.0,909,2206,0.412058,148,445,0.332584,294,386,0.761658,457,961,1418,611,225,94,362,691,2260
76046,00,0,664,79,15112.0,2936,6239,0.470588,105,366,0.286885,1079,1325,0.814339,856,1456,2312,952,470,90,730,1019,7056
201583,00,0,649,289,16768.0,2755,6533,0.421705,1325,3491,0.379547,1166,1366,0.853587,1247,2166,3413,586,332,217,606,1263,8001
1000,00,0,719,226,15943.0,1996,4366,0.457169,307,972,0.315843,1028,1392,0.738505,583,1669,2252,1007,556,180,958,1437,5327
335,00,0,555,432,15972.0,2804,5952,0.471102,99,372,0.266129,1064,1353,0.7864,550,1532,2082,2105,594,342,1163,1500,6771
76048,00,0,44,,370.0,65,166,0.391566,,,,29,46,0.630434,,,82,9,,,,47,159
101149,00,0,6,0,9.0,0,1,0.0,0,0,0.0,0,0,0.0,1,3,4,0,2,0,0,1,0
76049,00,0,1,,10.0,0,4,0.0,,,,3,4,0.75,,,2,0,,,,0,3
1628387,00,0,14,0,36.0,4,12,0.333333,0,0,0.0,5,6,0.833333,6,6,12,1,1,4,3,1,13
76050,00,0,149,6,2143.0,383,746,0.513404,0,0,0.0,260,360,0.722222,311,310,621,67,51,24,85,284,1026
1512,00,0,155,23,2157.0,303,734,0.412806,4,29,0.137931,203,269,0.754646,178,356,534,127,78,65,147,373,813
203507,00,0,779,714,25471.0,6582,12092,0.544326,526,1827,0.287903,4432,6305,0.702934,1409,6154,7563,3757,891,968,2332,2339,18122
1628961,00,0,22,0,86.0,6,16,0.375,0,0,0.0,9,19,0.473684,6,17,23,3,4,4,13,10,21
203648,00,0,191,11,1492.0,196,387,0.506459,9,63,0.142857,72,136,0.529411,127,177,304,111,53,31,104,205,473
2546,00,0,1260,1120,43514.0,10119,22643,0.446893,1731,4873,0.355222,6320,7764,0.814013,1983,5825,7808,3422,1223,644,3052,3543,28289
1630175,00,0,234,103,6307.0,1108,2664,0.415915,330,973,0.339157,632,740,0.854054,168,940,1108,985,165,93,472,579,3178
21,00,0,757,227,15851.0,1914,4750,0.402947,610,1748,0.34897,1059,1445,0.732871,271,1146,1417,2997,887,79,1043,1324,5497
201202,00,0,490,110,7058.0,398,776,0.512886,0,0,0.0,268,405,0.661728,562,791,1353,99,127,531,227,819,1064
203544,00,0,113,29,1962.0,231,590,0.391525,108,344,0.313953,138,189,0.730158,115,283,398,107,37,26,104,258,708
1628384,00,0,409,335,11847.0,1849,3895,0.474711,676,1799,0.375764,521,697,0.747489,444,1305,1749,653,512,216,528,978,4895
203951,00,0,5,0,27.0,2,8,0.25,0,3,0.0,2,2,1.0,0,1,1,1,1,0,3,5,6
2737,00,0,139,75,1585.0,156,385,0.405194,1,4,0.25,76,112,0.678571,124,271,395,41,51,16,111,300,389
76053,00,0,7,,110.0,22,56,0.392857,,,,6,13,0.461538,,,32,4,,,,10,50
76054,00,0,876,758,31159.0,5899,12628,0.467136,19,85,,4664,5760,0.809722,344,1015,2046,6476,719,81,1123,2002,16481
2425,00,0,44,3,328.0,15,53,0.283018,0,0,0.0,21,49,0.428571,27,42,69,16,14,6,17,59,51
1627853,00,0,257,40,3940.0,358,851,0.420681,181,491,0.368635,134,166,0.807228,53,399,452,487,122,7,135,359,1031
76055,00,0,218,,2666.0,300,831,0.36101,,,,171,246,0.695121,241,579,820,149,43,96,14,384,771
2240,00,0,552,455,19349.0,3722,8850,0.420564,1079,3077,0.350666,2879,3584,0.803292,444,1724,2168,2909,884,134,1744,1683,11402
2772,00,0,1118,769,32955.0,4135,9804,0.421766,1605,4579,0.350513,1718,2350,0.731063,1081,4275,5356,2379,1628,355,1473,2205,11593
76056,00,0,713,,24897.0,5628,13354,0.421446,,,,5010,6189,0.8095,,,6129,1665,,,,2764,16266
76057,00,0,9,0,85.0,14,43,0.325581,0,0,0.0,6,8,0.75,6,7,13,8,3,4,4,16,34
769,00,0,747,341,17790.0,2850,5981,0.476508,436,1026,0.424951,1184,1383,0.856109,192,1129,1321,2479,533,47,889,1128,7320
76061,00,0,19,,110.0,11,37,0.297297,,,,6,12,0.5,,,39,3,,,,13,28
2220,00,0,108,0,696.0,101,287,0.351916,25,75,0.333333,12,20,0.6,22,41,63,24,22,4,37,83,239
353,00,0,840,337,19918.0,2663,6507,0.409251,923,2763,0.334057,1463,1679,0.871351,654,1615,2269,3394,1133,98,1556,1398,7712
200756,00,0,292,40,3379.0,347,693,0.500721,2,7,0.285714,184,316,0.582278,292,474,766,102,90,142,230,544,880
76060,00,0,153,,,347,1176,0.295068,,,,346,500,0.692,,,89,358,,,,456,1040
76059,00,0,92,,975.0,159,350,0.454285,,,,32,40,0.8,31,57,88,105,33,0,79,64,350
76062,00,0,31,,409.0,52,164,0.317073,,,,43,69,0.623188,,,170,18,,,,60,147
76063,00,0,114,,1177.0,163,447,0.364653,,,,98,129,0.759689,,,116,139,,,,233,424
76064,00,0,55,,594.0,128,277,0.462093,,,,45,52,0.865384,,,152,24,,,,54,301
2306,00,0,569,191,9907.0,1431,3269,0.437748,137,405,0.338271,771,956,0.806485,210,755,965,1761,290,26,680,874,3770
201589,00,0,503,106,8944.0,1381,3110,0.444051,161,458,0.351528,359,469,0.765458,547,1221,1768,409,309,307,422,1234,3282
76065,00,0,11,,86.0,12,35,0.342857,,,,11,15,0.733333,,,14,17,,,,15,35
1628503,00,0,15,1,279.0,31,79,0.392405,8,29,0.275862,7,12,0.583333,4,34,38,18,2,3,8,11,77
201600,00,0,471,262,9217.0,947,1795,0.527576,0,1,0.0,585,1062,0.550847,1036,2326,3362,280,167,339,542,928,2479
355,00,0,467,27,9363.0,1215,2534,0.479479,76,253,0.300395,805,1068,0.753745,400,776,1176,1017,304,106,503,972,3311
173,00,0,486,80,7979.0,677,1688,0.401066,275,774,0.355297,223,311,0.717041,525,903,1428,375,278,170,321,1094,1852
76068,00,0,7,,46.0,2,15,0.133333,,,,1,1,1.0,,,1,5,,,,12,5
76069,00,0,43,,448.0,53,135,0.392592,,,,31,39,0.794871,,,66,51,,,,63,137
1088,00,0,696,325,17301.0,2479,6022,0.411657,934,2565,0.364132,971,1258,0.77186,194,992,1186,2396,465,36,1018,1284,6863
76070,00,0,711,,17826.0,2499,5545,0.450676,,,,1330,2106,0.631528,,,2463,2483,,,,2417,6328
76071,00,0,30,,,23,91,0.252747,,,,19,35,0.542857,,,,20,,,,46,65
278,00,0,1001,472,21660.0,3037,6480,0.468672,12,79,0.151898,1904,2616,0.727828,1304,1912,3216,1561,974,317,1248,1750,7990
201571,00,0,976,334,22852.0,2994,7270,0.411829,1262,3311,0.381153,2009,2317,0.867069,292,1513,1805,3761,567,32,1428,1350,9259
200788,00,0,27,0,156.0,19,37,0.513513,0,0,0.0,4,8,0.5,17,16,33,4,5,2,6,20,42
1134,00,0,432,166,8350.0,1295,2901,0.446397,9,51,0.17647,686,1024,0.669921,617,1413,2030,538,214,226,701,967,3285
76073,00,0,4,,61.0,5,22,0.227272,,,,13,16,0.8125,,,7,4,,,,12,23
76074,00,0,7,0,28.0,6,13,0.461538,0,0,0.0,0,0,0.0,2,1,3,1,1,1,3,7,12
1630166,00,0,271,139,6950.0,931,2062,0.451503,273,832,0.328125,396,536,0.738805,213,1357,1570,662,204,112,363,687,2531
138,00,0,352,156,6729.0,814,2019,0.403169,0,2,0.0,330,481,0.68607,560,1024,1584,278,166,211,416,824,1958
76076,00,0,130,,2221.0,432,1103,0.391659,,,,221,310,0.712903,37,124,161,330,69,14,143,250,1085
1895,00,0,142,1,1205.0,137,415,0.33012,40,157,0.254777,65,91,0.714285,17,76,93,199,34,6,106,125,379
76078,00,0,733,228,14159.0,1382,3009,0.459288,0,0,,752,1154,0.651646,703,1514,3342,1467,186,182,245,1702,3516
1630555,00,0,7,0,20.0,1,6,0.166666,0,1,0.0,0,0,0.0,1,2,3,4,0,0,0,0,2
202970,00,0,135,41,2252.0,284,530,0.535849,0,1,0.0,67,133,0.503759,188,401,589,173,100,73,122,272,635
201965,00,0,237,15,2322.0,287,519,0.552986,2,5,0.4,114,147,0.77551,196,436,632,99,37,66,132,360,690
1629028,00,0,343,336,10545.0,2478,4174,0.593675,21,80,0.2625,641,844,0.759478,1040,2535,3575,564,247,330,589,943,5618
101235,00,0,208,84,5025.0,802,1748,0.45881,210,514,0.40856,364,473,0.769556,257,572,829,230,130,103,203,408,2178
1628962,00,0,82,10,718.0,116,152,0.763157,0,0,0.0,24,52,0.461538,64,171,235,14,9,36,37,85,256
203569,00,0,14,0,132.0,8,30,0.266666,6,27,0.222222,0,0,0.0,4,13,17,3,6,0,3,13,22
202337,00,0,381,107,5332.0,650,1593,0.408035,394,979,0.402451,124,166,0.746987,111,735,846,224,89,58,165,520,1818
76079,00,0,21,0,87.0,12,32,0.375,0,0,0.0,13,20,0.65,8,12,20,10,2,1,10,7,37
76080,00,0,34,,,34,119,0.285714,,,,51,75,0.68,,,,25,,,,24,119
1628407,00,0,207,80,4012.0,571,1419,0.402396,127,404,0.314356,234,300,0.78,58,479,537,230,96,14,124,273,1503
1630641,00,0,18,1,203.0,12,19,0.631578,0,0,0.0,5,10,0.5,19,29,48,13,2,20,14,42,29
76081,00,0,321,,8256.0,1117,2876,0.388386,,,,889,1135,0.783259,,,1009,685,,,,795,3123
2053,00,0,95,0,971.0,97,269,0.360594,0,2,0.0,57,102,0.558823,84,154,238,37,29,43,72,163,251
76082,00,0,665,401,17120.0,2359,5398,0.437013,114,473,0.241014,970,1245,0.779116,413,1316,1729,3980,755,54,1512,1090,5802
1628963,00,0,252,124,6082.0,1315,2551,0.515484,118,406,0.29064,520,755,0.688741,615,1150,1765,241,118,168,313,514,3268
1641735,00,0,3,0,15.0,2,7,0.285714,0,3,0.0,1,2,0.5,2,0,2,1,0,0,1,0,5
76084,00,0,1,0,7.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,2
76083,00,0,147,,1346.0,156,384,0.40625,1,1,,76,149,0.510067,95,149,244,168,56,43,45,150,389
76085,00,0,595,179,11625.0,2045,4228,0.48368,1,13,0.076923,1155,1644,0.702554,1010,1978,2988,488,305,521,1057,1978,5246
1847,00,0,928,229,24873.0,4753,10056,0.472653,4,35,0.114285,2324,2863,0.811735,1304,3414,4718,1298,435,1086,1444,1843,11834
1753,00,0,73,12,698.0,92,226,0.407079,3,15,0.2,54,78,0.692307,50,76,126,43,22,6,35,79,241
203946,00,0,36,3,166.0,16,54,0.296296,1,5,0.2,11,13,0.846153,10,26,36,7,4,4,7,27,44
1858,00,0,1,0,2.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0
2486,00,0,5,0,19.0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,1,0,1,3,0
76089,00,0,4,,,0,1,0.0,,,,0,0,0.0,,,,0,,,,0,0
1627758,00,0,96,14,1394.0,106,296,0.358108,35,132,0.265151,53,75,0.706666,18,121,139,169,66,15,79,125,300
452,00,0,791,604,25723.0,4692,9675,0.484961,39,181,0.215469,2416,3787,0.637972,2263,3604,5867,1509,582,798,1756,2560,11839
1627735,00,0,56,1,579.0,60,169,0.355029,9,36,0.25,45,58,0.775862,14,55,69,78,21,10,57,63,174
1631116,00,0,51,0,378.0,61,156,0.391025,43,111,0.387387,12,18,0.666666,8,75,83,19,8,8,17,36,177
200764,00,0,221,12,3065.0,368,721,0.510402,11,64,0.171875,147,271,0.542435,278,491,769,132,164,104,134,421,894
76090,00,0,7,0,26.0,3,8,0.375,0,0,0.0,2,2,1.0,5,6,11,0,0,2,2,5,8
1630163,00,0,184,164,5870.0,1310,3070,0.42671,526,1406,0.37411,529,634,0.834384,242,905,1147,1364,286,63,602,570,3675
1628366,00,0,252,239,8187.0,1117,2790,0.400358,595,1633,0.36436,166,287,0.578397,262,1185,1447,1563,391,162,637,547,2995
76091,00,0,802,478,22073.0,4220,8942,0.47193,93,275,,1420,1805,0.786703,1434,3424,4858,1733,877,256,1059,1806,9953
76092,00,0,58,,,53,263,0.20152,,,,32,69,0.463768,,,,16,,,,98,138
1628964,00,0,315,85,5400.0,865,1818,0.475797,265,733,0.361527,232,343,0.676384,502,1246,1748,275,114,407,257,654,2227
1631094,00,0,133,133,4555.0,978,2201,0.444343,177,539,0.328385,701,968,0.724173,151,762,913,589,119,71,388,280,2834
1630217,00,0,239,188,6904.0,1522,3235,0.470479,634,1521,0.416831,482,549,0.877959,154,850,1004,776,227,87,395,577,4160
76093,00,0,468,264,13074.0,2134,3961,0.538752,2,46,0.043478,1035,1418,0.729901,1009,1709,2718,1335,436,101,835,1289,5305
2556,00,0,348,37,5566.0,741,1715,0.432069,125,382,0.327225,454,591,0.768189,100,419,519,728,266,57,436,674,2061
76094,00,0,253,71,3867.0,586,1202,0.48752,0,4,0.0,329,669,0.491778,276,617,893,111,109,80,347,669,1501
76095,00,0,706,485,19725.0,3446,7362,0.468079,3,15,,1673,2418,0.691894,1632,2885,4517,1623,630,478,946,2489,8568
1630625,00,0,129,6,1343.0,199,482,0.412863,40,151,0.2649,78,118,0.661016,74,169,243,176,51,30,94,136,516
1627760,00,0,3,0,13.0,0,4,0.0,0,0,0.0,0,4,0.0,1,2,3,3,0,0,1,1,0
76096,00,0,5,,5.0,2,8,0.25,,,,3,6,0.5,,,6,0,,,,4,7
2571,00,0,850,112,18384.0,3403,7409,0.459306,988,2556,0.386541,1241,1511,0.82131,319,1401,1720,1775,693,121,1061,1651,9035
76097,00,0,33,0,299.0,28,85,0.329411,1,10,0.1,16,23,0.695652,13,47,60,44,12,4,22,45,73
200826,00,0,831,108,16287.0,2832,6685,0.423635,819,2330,0.351502,932,1174,0.793867,253,1495,1748,3270,331,24,1264,1168,7415
200745,00,0,550,377,15807.0,2932,6676,0.439185,627,1771,0.354037,1382,1677,0.82409,530,2011,2541,653,207,470,851,1338,7873
76098,00,0,149,,494.0,201,637,0.315541,,,,155,234,0.662393,,,181,294,,,,253,557
76099,00,0,98,,1830.0,250,592,0.422297,,,,139,201,0.691542,156,364,520,75,43,52,34,299,639
787,00,0,1073,1012,39331.0,8435,15605,0.540531,538,2020,0.266336,6349,8643,0.734582,4260,8286,12546,4215,1648,888,3376,3287,23757
2057,00,0,27,4,264.0,32,90,0.355555,4,15,0.266666,9,10,0.9,5,16,21,40,19,1,17,31,77
76102,00,0,262,,7460.0,1016,2747,0.369858,,,,863,1307,0.66029,,,2088,549,,,,941,2895
1631230,00,0,52,1,715.0,86,170,0.505882,3,11,0.272727,40,59,0.677966,79,107,186,50,19,31,20,89,215
203084,00,0,889,828,28194.0,4426,9692,0.456665,1248,3283,0.38014,2424,2992,0.81016,898,3459,4357,1572,622,161,1057,1364,12524
76103,00,0,22,,126.0,18,64,0.28125,,,,7,13,0.538461,,,26,5,,,,25,43
76105,00,0,454,,9455.0,1548,3607,0.429165,,,,901,1317,0.68413,,,2939,377,,,,1497,3997
76104,00,0,171,,3718.0,638,1444,0.441828,0,0,,293,436,0.672018,295,651,946,252,145,167,222,576,1569
2440,00,0,929,359,21965.0,2788,6388,0.436443,982,2931,0.335039,1031,1384,0.744942,1066,3215,4281,1691,714,444,1172,2353,7589
1630567,00,0,211,210,7389.0,1369,2890,0.473702,222,713,0.31136,544,712,0.764044,515,1048,1563,990,238,204,455,480,3504
